0,1,2,3,4
1.111,1.335,1.38,1.213,0.778
1.335,1.38,1.213,0.778,0.706
1.38,1.213,0.778,0.706,0.584
1.213,0.778,0.706,0.584,0.606
0.778,0.706,0.584,0.606,0.616
0.706,0.584,0.606,0.616,0.683
0.584,0.606,0.616,0.683,0.703
0.606,0.616,0.683,0.703,0.69
0.616,0.683,0.703,0.69,0.687
0.683,0.703,0.69,0.687,0.702
0.703,0.69,0.687,0.702,0.668
0.69,0.687,0.702,0.668,0.77
0.687,0.702,0.668,0.77,0.705
0.702,0.668,0.77,0.705,0.72
0.668,0.77,0.705,0.72,0.85
0.77,0.705,0.72,0.85,0.845
0.705,0.72,0.85,0.845,0.754
0.72,0.85,0.845,0.754,0.853
0.85,0.845,0.754,0.853,0.871
0.845,0.754,0.853,0.871,0.936
0.754,0.853,0.871,0.936,1.027
0.853,0.871,0.936,1.027,1.065
0.871,0.936,1.027,1.065,1.114
0.936,1.027,1.065,1.114,1.033
1.027,1.065,1.114,1.033,1.153
1.065,1.114,1.033,1.153,1.162
1.114,1.033,1.153,1.162,1.214
1.033,1.153,1.162,1.214,1.219
1.153,1.162,1.214,1.219,1.282
1.162,1.214,1.219,1.282,1.345
1.214,1.219,1.282,1.345,1.411
1.219,1.282,1.345,1.411,1.412
1.282,1.345,1.411,1.412,1.448
1.345,1.411,1.412,1.448,1.488
1.411,1.412,1.448,1.488,1.458
1.412,1.448,1.488,1.458,1.315
1.448,1.488,1.458,1.315,0.915
1.488,1.458,1.315,0.915,1.487
1.458,1.315,0.915,1.487,1.379
1.315,0.915,1.487,1.379,0.982
0.915,1.487,1.379,0.982,0.828
1.487,1.379,0.982,0.828,0.67
1.379,0.982,0.828,0.67,0.606
0.982,0.828,0.67,0.606,0.643
0.828,0.67,0.606,0.643,0.714
0.67,0.606,0.643,0.714,0.975
0.606,0.643,0.714,0.975,0.802
0.643,0.714,0.975,0.802,0.9
0.714,0.975,0.802,0.9,0.748
0.975,0.802,0.9,0.748,0.764
0.802,0.9,0.748,0.764,0.853
0.9,0.748,0.764,0.853,1.047
0.748,0.764,0.853,1.047,0.996
0.764,0.853,1.047,0.996,0.745
0.853,1.047,0.996,0.745,0.877
1.047,0.996,0.745,0.877,0.706
0.996,0.745,0.877,0.706,0.959
0.745,0.877,0.706,0.959,0.985
0.877,0.706,0.959,0.985,0.987
0.706,0.959,0.985,0.987,0.82
0.959,0.985,0.987,0.82,0.887
0.985,0.987,0.82,0.887,1.111
0.987,0.82,0.887,1.111,1.155
1.008,0.81,0.882,1.078,1.449
0.81,0.882,1.078,1.449,0.994
1.026,1.017,1.087,1.104,1.17
1.017,1.087,1.104,1.17,1.218
1.087,1.104,1.17,1.218,1.324
1.104,1.17,1.218,1.324,1.36
1.17,1.218,1.324,1.36,1.32
1.218,1.324,1.36,1.32,1.304
1.324,1.36,1.32,1.304,1.209
1.36,1.32,1.304,1.209,1.399
1.32,1.304,1.209,1.399,0.623
1.304,1.209,1.399,0.623,0.681
1.209,1.399,0.623,0.681,0.695
1.399,0.623,0.681,0.695,0.686
0.623,0.681,0.695,0.686,0.725
0.681,0.695,0.686,0.725,0.653
0.695,0.686,0.725,0.653,0.756
0.686,0.725,0.653,0.756,0.816
0.725,0.653,0.756,0.816,0.754
0.653,0.756,0.816,0.754,0.859
0.756,0.816,0.754,0.859,0.874
0.816,0.754,0.859,0.874,0.955
0.754,0.859,0.874,0.955,1.009
0.859,0.874,0.955,1.009,1.055
0.874,0.955,1.009,1.055,1.101
0.955,1.009,1.055,1.101,1.079
1.009,1.055,1.101,1.079,1.296
1.055,1.101,1.079,1.296,1.358
1.101,1.079,1.296,1.358,1.363
1.079,1.296,1.358,1.363,1.432
1.296,1.358,1.363,1.432,1.429
1.358,1.363,1.432,1.429,1.486
1.363,1.432,1.429,1.486,1.131
1.432,1.429,1.486,1.131,1.16
1.429,1.486,1.131,1.16,0.885
1.486,1.131,1.16,0.885,0.96
1.131,1.16,0.885,0.96,0.787
1.16,0.885,0.96,0.787,0.749
0.885,0.96,0.787,0.749,0.892
0.96,0.787,0.749,0.892,0.868
0.787,0.749,0.892,0.868,1.041
0.749,0.892,0.868,1.041,0.991
0.892,0.868,1.041,0.991,0.801
0.868,1.041,0.991,0.801,0.847
1.041,0.991,0.801,0.847,0.979
0.991,0.801,0.847,0.979,0.986
0.801,0.847,0.979,0.986,1.037
0.847,0.979,0.986,1.037,1.046
0.979,0.986,1.037,1.046,1.177
0.986,1.037,1.046,1.177,1.148
1.02,1.326,0.61,0.704,0.814
1.326,0.61,0.704,0.814,0.908
0.61,0.704,0.814,0.908,1.445
0.704,0.814,0.908,1.445,0.819
0.814,0.908,1.445,0.819,0.891
0.908,1.445,0.819,0.891,0.991
1.026,0.727,0.893,1.507,1.485
0.727,0.893,1.507,1.485,0.812
0.893,1.507,1.485,0.812,0.881
1.507,1.485,0.812,0.881,1.029
1.034,1.331,0.612,0.709,0.814
1.331,0.612,0.709,0.814,0.906
0.612,0.709,0.814,0.906,1.258
0.709,0.814,0.906,1.258,1.441
0.814,0.906,1.258,1.441,0.812
0.906,1.258,1.441,0.812,0.888
1.258,1.441,0.812,0.888,1.004
1.056,0.608,0.711,0.761,1.143
0.608,0.711,0.761,1.143,1.459
0.711,0.761,1.143,1.459,0.84
0.761,1.143,1.459,0.84,0.856
1.028,1.044,1.328,0.623,0.599
1.044,1.328,0.623,0.599,0.756
1.328,0.623,0.599,0.756,0.812
0.623,0.599,0.756,0.812,0.904
0.599,0.756,0.812,0.904,1.2
0.756,0.812,0.904,1.2,1.243
0.812,0.904,1.2,1.243,0.994
0.904,1.2,1.243,0.994,1.023
1.054,1.028,1.066,1.119,1.181
1.028,1.066,1.119,1.181,1.218
1.066,1.119,1.181,1.218,1.329
1.119,1.181,1.218,1.329,1.36
1.181,1.218,1.329,1.36,1.318
1.218,1.329,1.36,1.318,1.372
1.329,1.36,1.318,1.372,1.224
1.36,1.318,1.372,1.224,1.28
1.318,1.372,1.224,1.28,1.4
1.372,1.224,1.28,1.4,1.058
1.224,1.28,1.4,1.058,0.839
1.28,1.4,1.058,0.839,0.691
1.4,1.058,0.839,0.691,0.63
1.058,0.839,0.691,0.63,0.686
0.839,0.691,0.63,0.686,0.683
0.691,0.63,0.686,0.683,0.695
0.63,0.686,0.683,0.695,0.72
0.686,0.683,0.695,0.72,0.707
0.683,0.695,0.72,0.707,0.653
0.695,0.72,0.707,0.653,0.736
0.72,0.707,0.653,0.736,0.758
0.707,0.653,0.736,0.758,0.86
0.653,0.736,0.758,0.86,0.755
0.736,0.758,0.86,0.755,0.809
0.758,0.86,0.755,0.809,0.867
0.86,0.755,0.809,0.867,0.877
0.755,0.809,0.867,0.877,0.956
0.809,0.867,0.877,0.956,1.011
0.867,0.877,0.956,1.011,1.074
0.877,0.956,1.011,1.074,1.106
0.956,1.011,1.074,1.106,1.228
1.011,1.074,1.106,1.228,1.183
1.074,1.106,1.228,1.183,1.056
1.106,1.228,1.183,1.056,1.297
1.228,1.183,1.056,1.297,1.37
1.183,1.056,1.297,1.37,1.429
1.056,1.297,1.37,1.429,1.597
1.297,1.37,1.429,1.597,1.474
1.37,1.429,1.597,1.474,1.426
1.429,1.597,1.474,1.426,1.29
1.597,1.474,1.426,1.29,1.103
1.474,1.426,1.29,1.103,1.168
1.426,1.29,1.103,1.168,0.655
1.29,1.103,1.168,0.655,0.711
1.103,1.168,0.655,0.711,0.595
1.168,0.655,0.711,0.595,0.641
0.655,0.711,0.595,0.641,0.68
0.711,0.595,0.641,0.68,0.966
0.595,0.641,0.68,0.966,0.81
0.641,0.68,0.966,0.81,0.842
0.68,0.966,0.81,0.842,0.893
0.966,0.81,0.842,0.893,0.888
0.81,0.842,0.893,0.888,0.849
0.842,0.893,0.888,0.849,1.025
0.893,0.888,0.849,1.025,1.002
0.888,0.849,1.025,1.002,1.099
0.849,1.025,1.002,1.099,0.988
1.025,1.002,1.099,0.988,0.913
1.002,1.099,0.988,0.913,0.917
1.099,0.988,0.913,0.917,0.934
0.988,0.913,0.917,0.934,0.942
0.913,0.917,0.934,0.942,0.973
0.917,0.934,0.942,0.973,0.968
0.934,0.942,0.973,0.968,1.034
0.942,0.973,0.968,1.034,1.076
0.973,0.968,1.034,1.076,1.18
1.033,1.041,1.067,1.045,1.12
1.041,1.067,1.045,1.12,1.175
1.067,1.045,1.12,1.175,1.211
1.045,1.12,1.175,1.211,1.321
1.12,1.175,1.211,1.321,1.363
1.175,1.211,1.321,1.363,1.319
1.211,1.321,1.363,1.319,1.36
1.321,1.363,1.319,1.36,1.25
1.363,1.319,1.36,1.25,1.26
1.319,1.36,1.25,1.26,1.365
1.36,1.25,1.26,1.365,0.751
1.25,1.26,1.365,0.751,0.745
1.26,1.365,0.751,0.745,0.651
1.365,0.751,0.745,0.651,0.683
0.751,0.745,0.651,0.683,0.698
0.745,0.651,0.683,0.698,0.704
0.651,0.683,0.698,0.704,0.731
0.683,0.698,0.704,0.731,0.698
0.698,0.704,0.731,0.698,0.665
0.704,0.731,0.698,0.665,0.783
0.731,0.698,0.665,0.783,0.738
0.698,0.665,0.783,0.738,0.751
0.665,0.783,0.738,0.751,0.841
0.783,0.738,0.751,0.841,0.775
0.738,0.751,0.841,0.775,0.85
0.751,0.841,0.775,0.85,0.752
0.841,0.775,0.85,0.752,0.814
0.775,0.85,0.752,0.814,0.861
0.85,0.752,0.814,0.861,0.879
0.752,0.814,0.861,0.879,0.947
0.814,0.861,0.879,0.947,1.025
0.861,0.879,0.947,1.025,1.071
0.879,0.947,1.025,1.071,1.1
0.947,1.025,1.071,1.1,1.188
1.025,1.071,1.1,1.188,1.148
1.071,1.1,1.188,1.148,1.281
1.1,1.188,1.148,1.281,1.253
1.188,1.148,1.281,1.253,1.308
1.148,1.281,1.253,1.308,1.375
1.281,1.253,1.308,1.375,1.443
1.253,1.308,1.375,1.443,1.428
1.308,1.375,1.443,1.428,1.437
1.375,1.443,1.428,1.437,1.481
1.443,1.428,1.437,1.481,1.159
1.428,1.437,1.481,1.159,1.298
1.437,1.481,1.159,1.298,1.136
1.481,1.159,1.298,1.136,0.665
1.159,1.298,1.136,0.665,0.778
1.298,1.136,0.665,0.778,0.696
1.136,0.665,0.778,0.696,0.96
0.665,0.778,0.696,0.96,0.647
0.778,0.696,0.96,0.647,0.896
0.696,0.96,0.647,0.896,0.897
0.96,0.647,0.896,0.897,0.874
0.647,0.896,0.897,0.874,0.9
0.896,0.897,0.874,0.9,1.084
0.897,0.874,0.9,1.084,0.98
0.874,0.9,1.084,0.98,0.923
0.9,1.084,0.98,0.923,0.9
1.084,0.98,0.923,0.9,0.946
0.98,0.923,0.9,0.946,0.864
0.923,0.9,0.946,0.864,0.966
0.9,0.946,0.864,0.966,1.029
0.946,0.864,0.966,1.029,1.056
0.864,0.966,1.029,1.056,1.074
0.966,1.029,1.056,1.074,1.183
1.029,1.056,1.074,1.183,1.155
0.265,0.423,0.471,0.492,0.317
0.423,0.471,0.492,0.317,0.337
0.471,0.492,0.317,0.337,0.269
0.492,0.317,0.337,0.269,0.558
0.317,0.337,0.269,0.558,0.598
0.337,0.269,0.558,0.598,0.706
0.269,0.558,0.598,0.706,0.664
0.558,0.598,0.706,0.664,0.637
0.598,0.706,0.664,0.637,0.631
0.706,0.664,0.637,0.631,0.52
0.664,0.637,0.631,0.52,0.573
0.637,0.631,0.52,0.573,0.552
0.631,0.52,0.573,0.552,0.657
0.52,0.573,0.552,0.657,0.606
0.573,0.552,0.657,0.606,1.0
0.552,0.657,0.606,1.0,0.556
0.657,0.606,1.0,0.556,0.495
0.606,1.0,0.556,0.495,0.417
1.0,0.556,0.495,0.417,0.42
0.556,0.495,0.417,0.42,0.354
0.495,0.417,0.42,0.354,0.509
0.417,0.42,0.354,0.509,0.645
0.42,0.354,0.509,0.645,0.559
0.354,0.509,0.645,0.559,0.497
0.509,0.645,0.559,0.497,0.25
0.645,0.559,0.497,0.25,0.507
0.559,0.497,0.25,0.507,0.481
0.497,0.25,0.507,0.481,0.673
0.25,0.507,0.481,0.673,0.748
0.507,0.481,0.673,0.748,0.32
0.481,0.673,0.748,0.32,0.529
0.673,0.748,0.32,0.529,0.489
0.748,0.32,0.529,0.489,0.562
0.32,0.529,0.489,0.562,0.573
0.529,0.489,0.562,0.573,0.627
0.489,0.562,0.573,0.627,0.556
0.562,0.573,0.627,0.556,0.787
0.573,0.627,0.556,0.787,0.524
0.627,0.556,0.787,0.524,0.411
0.556,0.787,0.524,0.411,0.384
0.787,0.524,0.411,0.384,0.313
0.303,0.455,0.482,0.506,0.33
0.455,0.482,0.506,0.33,0.261
0.482,0.506,0.33,0.261,0.398
0.506,0.33,0.261,0.398,0.453
0.33,0.261,0.398,0.453,0.639
0.261,0.398,0.453,0.639,0.662
0.398,0.453,0.639,0.662,0.618
0.453,0.639,0.662,0.618,0.653
0.639,0.662,0.618,0.653,0.505
0.662,0.618,0.653,0.505,0.555
0.618,0.653,0.505,0.555,0.641
0.653,0.505,0.555,0.641,0.629
0.505,0.555,0.641,0.629,0.595
0.555,0.641,0.629,0.595,1.0
0.641,0.629,0.595,1.0,0.598
0.629,0.595,1.0,0.598,0.511
0.595,1.0,0.598,0.511,0.407
1.0,0.598,0.511,0.407,0.369
0.598,0.511,0.407,0.369,0.443
0.511,0.407,0.369,0.443,0.543
0.407,0.369,0.443,0.543,0.784
0.369,0.443,0.543,0.784,0.496
0.443,0.543,0.784,0.496,0.421
0.543,0.784,0.496,0.421,0.557
0.784,0.496,0.421,0.557,0.633
0.496,0.421,0.557,0.633,0.69
0.421,0.557,0.633,0.69,0.722
0.557,0.633,0.69,0.722,0.325
0.633,0.69,0.722,0.325,0.589
0.69,0.722,0.325,0.589,0.495
0.722,0.325,0.589,0.495,0.521
0.325,0.589,0.495,0.521,0.409
0.589,0.495,0.521,0.409,0.567
0.495,0.521,0.409,0.567,0.542
0.521,0.409,0.567,0.542,0.628
0.409,0.567,0.542,0.628,0.786
0.567,0.542,0.628,0.786,0.417
0.542,0.628,0.786,0.417,0.374
0.628,0.786,0.417,0.374,0.345
0.965,1.008,1.007,1.164,1.273
1.008,1.007,1.164,1.273,1.379
1.007,1.164,1.273,1.379,1.386
1.164,1.273,1.379,1.386,1.343
1.273,1.379,1.386,1.343,0.821
1.379,1.386,1.343,0.821,0.888
1.386,1.343,0.821,0.888,0.753
1.343,0.821,0.888,0.753,0.735
0.821,0.888,0.753,0.735,0.7
0.888,0.753,0.735,0.7,0.716
0.753,0.735,0.7,0.716,0.82
0.735,0.7,0.716,0.82,0.785
0.7,0.716,0.82,0.785,0.773
0.716,0.82,0.785,0.773,0.915
0.82,0.785,0.773,0.915,1.086
0.785,0.773,0.915,1.086,1.104
0.773,0.915,1.086,1.104,1.16
0.915,1.086,1.104,1.16,1.202
1.086,1.104,1.16,1.202,1.294
1.104,1.16,1.202,1.294,1.414
1.16,1.202,1.294,1.414,1.44
1.202,1.294,1.414,1.44,1.494
1.294,1.414,1.44,1.494,1.49
1.414,1.44,1.494,1.49,1.155
1.44,1.494,1.49,1.155,0.735
1.494,1.49,1.155,0.735,0.769
1.49,1.155,0.735,0.769,0.772
1.155,0.735,0.769,0.772,0.772
0.735,0.769,0.772,0.772,0.978
0.769,0.772,0.772,0.978,1.033
0.772,0.772,0.978,1.033,1.009
0.772,0.978,1.033,1.009,1.068
0.978,1.033,1.009,1.068,1.123
0.967,1.038,1.086,1.155,1.38
1.038,1.086,1.155,1.38,1.343
1.086,1.155,1.38,1.343,1.317
1.155,1.38,1.343,1.317,1.415
1.38,1.343,1.317,1.415,0.706
1.343,1.317,1.415,0.706,0.674
1.317,1.415,0.706,0.674,0.672
1.415,0.706,0.674,0.672,0.762
0.706,0.674,0.672,0.762,0.762
0.674,0.672,0.762,0.762,0.831
0.672,0.762,0.762,0.831,0.869
0.762,0.762,0.831,0.869,1.034
0.762,0.831,0.869,1.034,1.139
0.831,0.869,1.034,1.139,1.164
0.869,1.034,1.139,1.164,1.223
1.034,1.139,1.164,1.223,1.386
1.139,1.164,1.223,1.386,1.44
1.164,1.223,1.386,1.44,1.514
1.223,1.386,1.44,1.514,1.316
1.386,1.44,1.514,1.316,1.195
1.44,1.514,1.316,1.195,1.255
1.514,1.316,1.195,1.255,0.853
1.316,1.195,1.255,0.853,0.963
1.195,1.255,0.853,0.963,1.01
1.255,0.853,0.963,1.01,0.958
0.853,0.963,1.01,0.958,0.869
0.963,1.01,0.958,0.869,0.932
1.01,0.958,0.869,0.932,0.895
0.958,0.869,0.932,0.895,0.915
0.869,0.932,0.895,0.915,0.923
0.304,0.444,0.262,0.325,0.546
0.444,0.262,0.325,0.546,0.638
0.262,0.325,0.546,0.638,0.604
0.325,0.546,0.638,0.604,0.681
0.546,0.638,0.604,0.681,0.396
0.638,0.604,0.681,0.396,0.378
0.604,0.681,0.396,0.378,0.346
0.681,0.396,0.378,0.346,0.389
0.396,0.378,0.346,0.389,0.407
0.378,0.346,0.389,0.407,0.623
0.346,0.389,0.407,0.623,0.543
0.389,0.407,0.623,0.543,0.559
0.407,0.623,0.543,0.559,0.447
0.623,0.543,0.559,0.447,0.58
0.543,0.559,0.447,0.58,0.317
0.328,0.359,0.429,0.494,0.309
0.359,0.429,0.494,0.309,0.25
0.429,0.494,0.309,0.25,0.268
0.494,0.309,0.25,0.268,0.317
0.309,0.25,0.268,0.317,0.323
0.25,0.268,0.317,0.323,0.456
0.268,0.317,0.323,0.456,0.583
0.317,0.323,0.456,0.583,0.698
0.323,0.456,0.583,0.698,0.642
0.456,0.583,0.698,0.642,0.629
0.583,0.698,0.642,0.629,0.618
0.698,0.642,0.629,0.618,0.663
0.642,0.629,0.618,0.663,0.529
0.629,0.618,0.663,0.529,1.0
0.618,0.663,0.529,1.0,0.393
0.663,0.529,1.0,0.393,0.351
0.529,1.0,0.393,0.351,0.412
1.0,0.393,0.351,0.412,0.435
0.393,0.351,0.412,0.435,0.397
0.351,0.412,0.435,0.397,0.406
0.412,0.435,0.397,0.406,0.25
0.435,0.397,0.406,0.25,0.563
0.397,0.406,0.25,0.563,0.573
0.406,0.25,0.563,0.573,0.619
0.25,0.563,0.573,0.619,0.732
0.563,0.573,0.619,0.732,0.683
0.573,0.619,0.732,0.683,0.711
0.619,0.732,0.683,0.711,0.331
0.732,0.683,0.711,0.331,0.529
0.683,0.711,0.331,0.529,0.505
0.711,0.331,0.529,0.505,0.438
0.331,0.529,0.505,0.438,0.554
0.529,0.505,0.438,0.554,0.579
0.505,0.438,0.554,0.579,0.782
0.438,0.554,0.579,0.782,0.618
0.554,0.579,0.782,0.618,0.418
0.579,0.782,0.618,0.418,0.371
0.782,0.618,0.418,0.371,0.311
0.618,0.418,0.371,0.311,0.304
0.418,0.371,0.311,0.304,0.288
0.332,0.348,0.25,0.25,0.25
0.348,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25,0.276
0.25,0.25,0.25,0.276,0.25
0.25,0.25,0.276,0.25,0.446
0.25,0.276,0.25,0.446,1.0
0.276,0.25,0.446,1.0,1.0
0.25,0.446,1.0,1.0,0.437
0.446,1.0,1.0,0.437,0.505
1.0,1.0,0.437,0.505,0.266
1.0,0.437,0.505,0.266,0.324
0.437,0.505,0.266,0.324,0.272
0.505,0.266,0.324,0.272,0.25
0.266,0.324,0.272,0.25,0.286
0.324,0.272,0.25,0.286,0.25
0.272,0.25,0.286,0.25,0.442
0.25,0.286,0.25,0.442,0.25
0.286,0.25,0.442,0.25,0.25
0.25,0.442,0.25,0.25,0.502
0.442,0.25,0.25,0.502,0.5
0.25,0.25,0.502,0.5,0.689
0.25,0.502,0.5,0.689,0.328
0.502,0.5,0.689,0.328,0.592
0.5,0.689,0.328,0.592,0.389
0.689,0.328,0.592,0.389,0.569
0.328,0.592,0.389,0.569,0.599
0.592,0.389,0.569,0.599,0.784
0.389,0.569,0.599,0.784,0.25
0.569,0.599,0.784,0.25,0.25
0.599,0.784,0.25,0.25,0.25
0.328,0.371,0.359,0.309,0.288
0.371,0.359,0.309,0.288,0.262
0.359,0.309,0.288,0.262,0.25
0.309,0.288,0.262,0.25,1.031
0.288,0.262,0.25,1.031,0.542
0.262,0.25,1.031,0.542,0.561
0.25,1.031,0.542,0.561,0.644
1.031,0.542,0.561,0.644,0.622
0.542,0.561,0.644,0.622,0.645
0.561,0.644,0.622,0.645,0.59
0.644,0.622,0.645,0.59,0.523
0.622,0.645,0.59,0.523,0.412
0.645,0.59,0.523,0.412,0.626
0.59,0.523,0.412,0.626,0.666
0.523,0.412,0.626,0.666,1.0
0.412,0.626,0.666,1.0,0.651
0.626,0.666,1.0,0.651,0.403
0.666,1.0,0.651,0.403,0.335
1.0,0.651,0.403,0.335,0.336
0.651,0.403,0.335,0.336,0.431
0.403,0.335,0.336,0.431,0.459
0.335,0.336,0.431,0.459,0.531
0.336,0.431,0.459,0.531,0.496
0.431,0.459,0.531,0.496,0.493
0.459,0.531,0.496,0.493,0.437
0.531,0.496,0.493,0.437,0.666
0.496,0.493,0.437,0.666,0.683
0.493,0.437,0.666,0.683,0.42
0.437,0.666,0.683,0.42,0.335
0.666,0.683,0.42,0.335,0.519
0.683,0.42,0.335,0.519,0.538
0.42,0.335,0.519,0.538,0.365
0.335,0.519,0.538,0.365,0.417
0.519,0.538,0.365,0.417,0.519
0.538,0.365,0.417,0.519,0.564
0.365,0.417,0.519,0.564,0.772
0.417,0.519,0.564,0.772,0.579
0.519,0.564,0.772,0.579,0.25
0.564,0.772,0.579,0.25,0.343
0.319,0.374,0.36,0.317,0.324
0.374,0.36,0.317,0.324,0.264
0.36,0.317,0.324,0.264,0.25
0.317,0.324,0.264,0.25,0.403
0.324,0.264,0.25,0.403,0.565
0.264,0.25,0.403,0.565,0.666
0.25,0.403,0.565,0.666,0.623
0.403,0.565,0.666,0.623,0.642
0.565,0.666,0.623,0.642,0.648
0.666,0.623,0.642,0.648,0.523
0.623,0.642,0.648,0.523,0.403
0.642,0.648,0.523,0.403,0.626
0.648,0.523,0.403,0.626,0.655
0.523,0.403,0.626,0.655,0.656
0.403,0.626,0.655,0.656,0.65
0.626,0.655,0.656,0.65,0.4
0.655,0.656,0.65,0.4,0.337
0.656,0.65,0.4,0.337,0.437
0.65,0.4,0.337,0.437,0.524
0.4,0.337,0.437,0.524,0.579
0.337,0.437,0.524,0.579,0.481
0.437,0.524,0.579,0.481,0.527
0.524,0.579,0.481,0.527,0.394
0.579,0.481,0.527,0.394,0.665
0.481,0.527,0.394,0.665,0.665
0.527,0.394,0.665,0.665,0.379
0.394,0.665,0.665,0.379,0.746
0.665,0.665,0.379,0.746,0.316
0.665,0.379,0.746,0.316,0.551
0.379,0.746,0.316,0.551,0.552
0.746,0.316,0.551,0.552,0.416
0.316,0.551,0.552,0.416,0.406
0.551,0.552,0.416,0.406,0.53
0.552,0.416,0.406,0.53,0.495
0.416,0.406,0.53,0.495,0.586
0.406,0.53,0.495,0.586,0.768
0.53,0.495,0.586,0.768,0.577
0.495,0.586,0.768,0.577,0.379
0.586,0.768,0.577,0.379,0.344
1.049,0.631,0.596,0.698,0.754
0.631,0.596,0.698,0.754,0.812
0.596,0.698,0.754,0.812,0.907
0.698,0.754,0.812,0.907,1.194
0.754,0.812,0.907,1.194,1.249
0.812,0.907,1.194,1.249,0.814
0.907,1.194,1.249,0.814,0.886
1.058,1.312,0.632,0.6,0.68
1.312,0.632,0.6,0.68,0.743
0.632,0.6,0.68,0.743,1.095
0.6,0.68,0.743,1.095,1.098
0.68,0.743,1.095,1.098,1.433
0.743,1.095,1.098,1.433,0.999
1.095,1.098,1.433,0.999,0.98
1.066,0.701,0.663,0.757,0.818
0.701,0.663,0.757,0.818,1.205
0.663,0.757,0.818,1.205,0.743
0.757,0.818,1.205,0.743,0.732
0.818,1.205,0.743,0.732,0.929
1.205,0.743,0.732,0.929,0.935
0.743,0.732,0.929,0.935,1.025
1.059,1.318,1.41,0.626,0.574
1.318,1.41,0.626,0.574,0.695
1.41,0.626,0.574,0.695,0.756
0.626,0.574,0.695,0.756,0.816
0.574,0.695,0.756,0.816,0.83
0.695,0.756,0.816,0.83,0.737
0.756,0.816,0.83,0.737,0.84
0.816,0.83,0.737,0.84,1.089
0.83,0.737,0.84,1.089,1.015
0.737,0.84,1.089,1.015,0.974
0.84,1.089,1.015,0.974,1.024
1.055,1.299,1.289,1.409,1.045
1.299,1.289,1.409,1.045,0.674
1.289,1.409,1.045,0.674,0.658
1.409,1.045,0.674,0.658,0.763
1.045,0.674,0.658,0.763,1.211
0.674,0.658,0.763,1.211,1.433
0.658,0.763,1.211,1.433,1.53
0.763,1.211,1.433,1.53,0.832
1.211,1.433,1.53,0.832,0.854
1.433,1.53,0.832,0.854,1.169
1.095,1.099,0.657,0.759,0.879
1.099,0.657,0.759,0.879,1.143
0.657,0.759,0.879,1.143,1.224
0.759,0.879,1.143,1.224,1.498
0.879,1.143,1.224,1.498,0.812
1.143,1.224,1.498,0.812,0.869
1.09,1.035,0.639,0.805,0.898
1.035,0.639,0.805,0.898,1.163
0.639,0.805,0.898,1.163,1.231
0.805,0.898,1.163,1.231,1.541
0.898,1.163,1.231,1.541,0.783
1.163,1.231,1.541,0.783,0.865
1.086,1.335,1.237,0.752,0.654
1.335,1.237,0.752,0.654,0.783
1.237,0.752,0.654,0.783,0.868
0.752,0.654,0.783,0.868,1.486
0.654,0.783,0.868,1.486,1.308
0.783,0.868,1.486,1.308,0.815
0.868,1.486,1.308,0.815,1.005
1.084,0.655,0.883,1.224,1.502
0.655,0.883,1.224,1.502,0.47
0.883,1.224,1.502,0.47,0.96
0.384,0.319,0.262,0.633,0.663
0.319,0.262,0.633,0.663,0.612
0.262,0.633,0.663,0.612,0.607
0.633,0.663,0.612,0.607,0.683
0.663,0.612,0.607,0.683,0.419
0.612,0.607,0.683,0.419,0.377
0.607,0.683,0.419,0.377,0.438
0.683,0.419,0.377,0.438,1.818
0.419,0.377,0.438,1.818,0.373
0.377,0.438,1.818,0.373,0.504
0.438,1.818,0.373,0.504,0.616
1.818,0.373,0.504,0.616,0.786
0.445,0.321,0.32,0.472,0.647
0.321,0.32,0.472,0.647,0.661
0.32,0.472,0.647,0.661,0.619
0.472,0.647,0.661,0.619,1.0
0.647,0.661,0.619,1.0,1.0
0.661,0.619,1.0,1.0,0.589
0.619,1.0,1.0,0.589,0.569
1.0,1.0,0.589,0.569,0.523
1.0,0.589,0.569,0.523,0.415
0.589,0.569,0.523,0.415,0.375
0.569,0.523,0.415,0.375,0.334
0.523,0.415,0.375,0.334,0.362
0.415,0.375,0.334,0.362,0.394
0.375,0.334,0.362,0.394,0.597
0.334,0.362,0.394,0.597,0.654
0.362,0.394,0.597,0.654,0.542
0.394,0.597,0.654,0.542,0.366
0.597,0.654,0.542,0.366,0.669
0.654,0.542,0.366,0.669,0.305
0.439,0.329,0.553,0.622,0.697
0.329,0.553,0.622,0.697,0.519
0.553,0.622,0.697,0.519,0.358
0.622,0.697,0.519,0.358,0.397
0.697,0.519,0.358,0.397,0.571
0.519,0.358,0.397,0.571,0.577
0.358,0.397,0.571,0.577,0.642
0.397,0.571,0.577,0.642,0.686
0.571,0.577,0.642,0.686,0.372
0.577,0.642,0.686,0.372,0.559
0.642,0.686,0.372,0.559,0.319
0.686,0.372,0.559,0.319,0.602
0.372,0.559,0.319,0.602,0.303
0.25,0.25,0.25,0.25,0.328
0.25,0.25,0.25,0.328,0.25
