Date,Cl,Mn,NO3
2021-06-18 11:40:00,0.26,1.0,1.152
2021-06-21 11:20:00,0.21,1.0,1.121
2021-06-24 09:30:00,0.32,1.0,1.193
2021-06-29 10:20:00,0.09,3.0,1.202
2019-01-07 11:40:00,0.05,1.0,0.796
2019-11-07 11:50:00,0.05,3.0,0.933
2019-07-15 11:40:00,0.23,3.0,0.873
2019-07-18 10:35:00,0.09,3.0,0.789
2019-07-22 11:50:00,0.05,3.0,0.912
2019-07-24 12:00:00,0.3,3.0,0.946
2019-06-08 11:20:00,0.06,3.0,1.056
2019-08-08 12:00:00,0.3,3.0,0.986
2019-08-14 12:20:00,0.05,3.0,1.064
2019-08-20 12:10:00,0.05,3.0,1.082
2019-03-09 12:10:00,0.05,3.0,0.974
2019-10-09 11:40:00,0.23,3.0,1.003
2019-09-17 13:10:00,0.05,3.0,1.031
2019-02-10 12:10:00,0.23,3.0,1.065
2019-08-10 12:20:00,0.27,2.0,1.106
2019-10-15 12:50:00,0.23,3.0,1.266
2019-10-16 11:00:00,0.05,2.0,1.264
2019-10-23 11:00:00,0.05,2.0,1.227
2019-04-11 10:50:00,0.23,3.0,1.067
2019-08-11 11:10:00,0.05,3.0,1.173
2019-11-11 12:15:00,0.11,2.0,1.112
2019-11-13 12:10:00,0.23,3.0,1.187
2019-11-15 11:20:00,0.05,3.0,0.869
2019-11-20 10:40:00,0.23,2.0,0.771
2019-11-25 12:00:00,0.23,2.0,0.588
2019-03-12 13:30:00,0.27,2.0,0.84
2019-04-12 11:00:00,0.13,3.0,0.701
2019-06-12 12:30:00,0.23,3.0,0.686
2019-10-12 12:10:00,0.2,2.0,0.625
2019-11-12 11:40:00,0.05,2.0,0.603
2019-12-12 11:40:00,0.19,2.0,0.604
2019-12-16 12:00:00,0.21,3.0,0.616
2020-07-01 11:10:00,0.27,3.0,0.685
2020-09-01 11:20:00,0.23,2.0,0.686
2020-01-13 13:30:00,0.23,2.0,0.686
2020-01-17 11:20:00,0.1,2.0,0.687
2020-01-20 12:10:00,0.27,3.0,0.69
2020-01-24 12:45:00,0.12,3.0,0.708
2020-03-02 12:30:00,0.12,3.0,0.711
2020-04-02 11:00:00,0.23,2.0,0.698
2020-11-02 13:00:00,0.23,3.0,0.682
2020-02-13 12:20:00,0.25,2.0,0.678
2020-02-17 11:55:00,0.14,3.0,0.666
2020-02-19 10:55:00,0.1,2.0,0.688
2020-04-03 12:20:00,0.3,2.0,0.602
2020-05-03 10:50:00,0.1,1.0,0.611
2020-10-03 13:10:00,0.13,3.0,0.623
2020-12-03 11:30:00,0.1,2.0,0.597
2020-03-17 12:40:00,0.12,2.0,0.634
2020-03-19 12:10:00,0.19,3.0,0.605
2020-03-24 10:35:00,0.11,2.0,0.741
2020-06-04 09:20:00,0.06,2.0,0.69
2020-09-04 10:40:00,0.1,2.0,0.759
2020-04-13 11:40:00,0.23,4.0,0.727
2020-04-14 10:55:00,0.1,1.0,0.757
2020-04-22 11:50:00,0.21,4.0,0.725
2020-04-23 12:10:00,0.27,11.0,0.688
2020-04-27 09:40:00,0.23,3.0,1.0
2020-04-30 12:40:00,0.25,3.0,0.781
2020-04-05 13:00:00,0.05,10.0,0.765
2020-07-05 13:10:00,0.23,3.0,0.768
2020-12-05 12:00:00,0.27,4.0,0.807
2020-05-14 11:50:00,0.23,3.0,0.784
2020-05-26 11:40:00,0.25,3.0,0.709
2020-05-31 09:40:00,0.05,1.0,0.93
2020-04-06 09:40:00,0.24,3.0,0.798
2020-09-06 12:00:00,0.21,3.0,0.835
2020-06-18 15:00:00,0.19,2.0,0.87
2020-06-22 11:55:00,0.06,3.0,0.879
2020-02-07 13:30:00,0.19,3.0,1.019
2020-06-07 11:15:00,0.09,3.0,1.017
2020-09-07 11:30:00,0.05,2.0,1.207
2020-07-13 12:50:00,0.05,4.0,1.002
2020-07-15 10:50:00,0.06,2.0,1.018
2020-03-08 12:15:00,0.05,1.0,1.071
2020-10-08 10:20:00,0.11,4.0,1.068
2020-08-14 10:50:00,0.05,1.0,1.268
2020-08-20 12:30:00,0.09,3.0,1.075
2020-10-09 10:40:00,0.05,2.0,1.328
2020-09-14 13:20:00,0.05,2.0,1.35
2020-09-18 12:00:00,0.05,3.0,1.365
2020-09-22 13:30:00,0.06,2.0,1.14
2020-01-10 12:00:00,0.08,2.0,1.473
2020-10-19 12:00:00,0.07,8.0,1.136
2020-10-27 11:45:00,0.05,11.0,1.164
2020-10-30 00:00:00,0.05,2.0,1.146
2020-10-31 12:20:00,0.08,7.0,1.357
2020-04-11 10:00:00,0.05,2.0,1.192
2020-09-11 11:15:00,0.09,1.0,1.027
2020-10-11 14:00:00,0.05,1.0,1.091
2020-11-17 10:30:00,0.08,1.0,1.078
2020-11-18 11:20:00,0.05,2.0,1.176
2020-11-20 11:00:00,0.07,4.0,0.9
2020-11-26 10:15:00,0.12,1.0,0.994
2020-11-30 13:05:00,0.05,2.0,0.721
2020-03-12 11:30:00,0.06,2.0,0.632
2020-04-12 12:30:00,0.14,2.0,0.663
2020-07-12 11:20:00,0.05,2.0,0.663
2020-10-12 11:10:00,0.06,2.0,0.671
2021-11-01 11:50:00,0.08,2.0,0.677
2021-01-14 11:05:00,0.1,2.0,0.584
2021-01-20 10:35:00,0.12,1.0,0.801
2021-01-21 11:20:00,0.1,4.0,0.793
2021-01-26 11:55:00,0.12,2.0,0.759
2021-02-02 12:55:00,0.08,3.0,0.923
2021-04-02 10:20:00,0.1,3.0,0.756
2021-08-02 13:10:00,0.11,2.0,0.778
2021-09-02 11:10:00,0.05,2.0,0.764
2021-12-02 11:50:00,0.1,2.0,0.881
2021-02-16 12:30:00,0.28,2.0,0.997
2021-02-19 10:15:00,0.11,2.0,0.868
2021-02-22 10:58:00,0.11,2.0,0.875
2021-04-03 11:20:00,0.08,2.0,0.865
2021-03-24 11:20:00,0.1,1.0,0.775
2021-01-04 12:45:00,0.07,2.0,0.718
2021-07-04 12:10:00,0.08,2.0,0.867
2021-09-04 11:55:00,0.11,2.0,0.728
2021-04-13 14:25:00,0.09,3.0,0.739
2021-04-15 11:40:00,0.11,2.0,0.709
2021-04-19 11:45:00,0.18,2.0,0.816
2021-04-21 11:30:00,0.05,2.0,0.794
2021-07-05 11:10:00,0.23,3.0,0.882
2021-05-18 09:35:00,0.05,2.0,0.865
2021-05-21 10:20:00,0.05,2.0,0.863
2021-02-06 10:00:00,0.19,3.0,0.784
2021-04-06 11:20:00,0.1,2.0,0.762
2021-07-06 09:35:00,0.11,2.0,0.816
2021-06-15 11:10:00,0.07,2.0,0.857
2021-06-17 12:30:00,0.13,2.0,0.856
2021-06-24 12:40:00,0.19,3.0,0.924
2021-01-19 10:30:00,0.16,1.0,0.761
2021-01-26 10:00:00,0.15,1.0,0.786
2021-01-29 09:00:00,0.17,2.0,0.839
2021-04-02 09:55:00,0.14,5.0,0.838
2021-09-02 11:05:00,0.15,1.0,0.839
2021-02-17 10:20:00,0.11,4.0,0.847
2021-02-22 10:30:00,0.12,1.0,1.006
2021-01-03 09:00:00,0.13,3.0,1.001
2021-10-03 11:10:00,0.17,1.0,0.999
2021-03-17 09:45:00,0.12,4.0,0.929
2021-03-22 10:10:00,0.15,1.0,0.926
2021-03-25 10:50:00,0.05,4.0,0.905
2021-05-04 10:50:00,0.15,2.0,0.926
2021-08-04 09:30:00,0.13,3.0,0.847
2021-12-04 10:40:00,0.14,1.0,0.837
2021-04-15 10:05:00,0.12,1.0,0.91
2021-04-21 09:20:00,0.16,5.0,0.955
2021-10-05 11:40:00,0.14,1.0,0.89
2021-05-19 09:50:00,0.29,4.0,0.767
2021-05-26 09:00:00,0.23,4.0,0.935
2021-09-06 09:40:00,0.11,5.0,1.062
2021-06-21 10:10:00,0.11,6.0,0.737
2019-02-07 09:40:00,0.05,13.0,0.895
2019-04-07 10:20:00,0.35,13.0,0.939
2019-01-08 10:30:00,0.05,13.0,1.027
2019-07-08 09:20:00,0.05,15.0,1.028
2019-08-14 13:00:00,0.05,3.0,1.149
2019-10-09 12:00:00,0.05,11.0,1.182
2019-12-09 10:40:00,0.05,10.0,1.162
2019-01-10 10:30:00,0.05,4.0,1.299
2019-07-10 00:00:00,0.05,4.0,1.392
2019-10-10 11:40:00,0.33,9.0,1.289
2019-10-29 09:30:00,0.05,3.0,1.432
2019-11-19 13:00:00,0.05,9.0,0.73
2019-11-21 12:30:00,0.39,3.0,0.702
2019-11-25 09:40:00,0.05,4.0,0.665
2019-06-12 09:50:00,0.05,4.0,0.595
2019-10-12 12:00:00,0.05,9.0,0.554
2019-12-13 09:50:00,0.05,1.0,0.609
2020-08-01 10:00:00,0.35,10.0,0.652
2020-01-13 09:50:00,0.05,3.0,0.688
2020-01-15 09:20:00,0.05,3.0,0.691
2020-01-20 10:30:00,0.05,3.0,0.676
2020-04-02 11:25:00,0.09,8.0,0.671
2020-11-02 09:30:00,0.05,4.0,0.672
2020-02-20 10:20:00,0.05,4.0,0.663
2020-02-03 09:40:00,0.05,4.0,0.656
2020-04-03 09:20:00,0.05,4.0,0.645
2020-06-03 10:15:00,0.05,4.0,0.642
2020-09-03 11:40:00,0.39,8.0,0.634
2020-02-04 10:30:00,0.05,3.0,0.778
2020-09-04 09:50:00,0.2,3.0,0.758
2020-04-21 09:10:00,0.05,1.0,0.773
2020-05-13 10:00:00,0.35,13.0,0.783
2020-05-18 13:00:00,0.05,2.0,0.844
2020-05-20 09:55:00,0.07,11.0,0.806
2020-05-22 11:15:00,0.09,10.0,0.813
2020-05-26 09:20:00,0.05,1.0,0.854
2020-04-06 09:10:00,0.05,3.0,0.898
2020-06-16 11:50:00,0.05,1.0,1.043
2020-06-24 10:35:00,0.05,3.0,1.072
2020-02-07 10:00:00,0.05,3.0,1.216
2020-07-14 12:20:00,0.11,14.0,1.127
2020-07-17 09:20:00,0.14,10.0,1.163
2020-08-13 09:05:00,0.05,3.0,1.249
2020-08-20 11:30:00,0.05,3.0,1.165
2020-01-09 09:40:00,0.05,13.0,1.265
2020-03-09 10:20:00,0.05,12.0,1.235
2020-08-09 10:40:00,0.07,9.0,1.278
2020-09-15 10:10:00,0.12,8.0,1.387
2020-09-20 12:25:00,0.05,1.0,1.428
2020-05-10 12:35:00,0.05,3.0,1.457
2020-08-10 10:30:00,0.05,3.0,1.454
2020-01-11 12:50:00,0.05,1.0,1.518
2020-05-11 11:40:00,0.05,11.0,1.343
2020-10-11 14:30:00,0.05,1.0,1.12
2020-12-11 09:20:00,0.05,10.0,1.063
2020-11-13 10:00:00,0.05,10.0,1.036
2020-11-17 10:20:00,0.05,1.0,1.035
2020-04-12 12:00:00,0.05,9.0,0.681
2021-07-01 11:52:00,0.18,7.0,0.746
2019-02-07 09:20:00,0.05,4.0,0.957
2019-04-07 09:50:00,0.39,5.0,0.982
2019-08-07 09:20:00,0.05,5.0,1.024
2019-12-07 09:50:00,0.05,5.0,1.035
2019-07-18 09:20:00,0.12,4.0,0.925
2019-01-08 11:50:00,0.05,4.0,1.089
2019-06-08 09:20:00,0.11,5.0,1.047
2019-08-08 09:00:00,0.05,5.0,1.114
2019-08-15 09:40:00,0.13,4.0,1.136
2019-10-09 11:20:00,0.2,3.0,1.201
2019-12-09 10:50:00,0.26,4.0,1.214
2019-09-19 13:25:00,0.22,2.0,1.232
2019-09-25 10:20:00,0.11,2.0,1.232
2019-01-10 10:00:00,0.1,3.0,1.298
2019-03-10 09:50:00,0.09,3.0,1.35
2019-07-10 00:00:00,0.11,3.0,1.398
2019-10-10 12:00:00,0.39,3.0,1.383
2019-10-24 09:30:00,0.12,3.0,1.393
2019-10-28 10:30:00,0.1,3.0,1.441
2019-01-11 13:00:00,0.36,2.0,1.427
2019-05-11 09:10:00,0.14,7.0,1.337
2019-07-11 11:20:00,0.09,3.0,1.302
2019-11-11 09:20:00,0.09,4.0,1.238
2019-11-13 09:45:00,0.1,3.0,0.905
2019-11-18 10:00:00,0.11,7.0,0.773
2019-11-19 13:30:00,0.05,3.0,0.753
2019-03-12 10:10:00,0.18,3.0,0.771
2019-06-12 09:30:00,0.14,4.0,0.597
2019-10-12 12:20:00,0.05,4.0,0.571
2019-12-17 09:40:00,0.11,1.0,0.627
2020-08-01 09:40:00,0.4,3.0,0.676
2020-01-13 09:30:00,0.11,3.0,0.689
2020-01-15 09:00:00,0.1,3.0,0.692
2020-01-20 10:05:00,0.13,3.0,0.682
2020-01-23 09:30:00,0.1,3.0,0.712
2020-04-02 11:00:00,0.25,1.0,0.688
2020-11-02 09:15:00,0.11,4.0,0.672
2020-02-20 10:00:00,0.12,4.0,0.662
2020-02-03 10:10:00,0.1,4.0,0.655
2020-06-03 09:55:00,0.1,4.0,0.644
2020-09-03 12:00:00,0.4,4.0,0.638
2020-03-20 13:30:00,0.39,3.0,0.688
2020-03-25 10:15:00,0.24,2.0,0.776
2020-02-04 10:15:00,0.12,3.0,0.774
2020-09-04 09:30:00,0.37,2.0,0.756
2020-04-13 09:50:00,0.1,1.0,0.759
2020-04-15 09:25:00,0.13,1.0,0.768
2020-04-21 08:50:00,0.11,1.0,0.775
2020-05-14 09:10:00,0.12,3.0,0.845
2020-05-20 10:20:00,0.25,6.0,0.844
2020-05-22 10:55:00,0.21,2.0,0.913
2020-05-26 09:05:00,0.13,1.0,0.853
2020-02-06 09:20:00,0.1,3.0,0.879
2020-04-06 08:50:00,0.11,3.0,0.896
2020-12-06 11:35:00,0.12,1.0,1.035
2020-06-15 10:30:00,0.21,2.0,1.037
2020-06-16 12:05:00,0.12,1.0,1.056
2020-06-19 09:45:00,0.13,3.0,1.034
2020-06-24 10:20:00,0.11,3.0,1.076
2020-02-07 10:20:00,0.14,3.0,1.157
2020-07-14 12:00:00,0.14,3.0,1.164
2020-07-17 09:40:00,0.18,3.0,1.207
2020-07-20 09:30:00,0.15,4.0,1.172
2020-07-23 09:40:00,0.15,3.0,1.164
2020-07-08 13:55:00,0.14,1.0,1.233
2020-08-13 08:50:00,0.11,3.0,1.251
2020-08-20 11:05:00,0.14,3.0,1.229
2020-03-09 10:00:00,0.17,3.0,1.288
2020-09-09 10:45:00,0.21,1.0,1.573
2020-09-15 09:50:00,0.24,3.0,1.402
2020-05-10 13:00:00,0.05,3.0,1.436
2020-07-10 10:00:00,0.1,4.0,1.451
2020-08-10 10:45:00,0.11,3.0,1.437
2020-10-23 10:10:00,0.22,2.0,1.482
2020-10-26 09:30:00,0.14,4.0,1.505
2020-10-29 09:30:00,0.05,3.0,1.432
2020-05-11 12:00:00,0.05,4.0,1.509
2020-10-11 14:45:00,0.1,1.0,1.152
2020-12-11 09:00:00,0.05,4.0,1.128
2020-11-13 09:50:00,0.05,3.0,1.001
2020-11-17 10:00:00,0.05,1.0,1.018
2020-11-19 10:05:00,0.22,3.0,1.068
2020-11-25 09:35:00,0.21,1.0,1.198
2020-11-27 10:40:00,0.21,1.0,0.748
2020-01-12 13:40:00,0.05,1.0,0.924
2020-03-12 10:15:00,0.05,1.0,0.603
2020-04-12 12:49:00,0.3,3.0,0.639
2020-08-12 10:00:00,0.08,3.0,0.661
2020-09-12 09:50:00,0.21,1.0,0.718
2020-11-12 11:39:00,0.1,4.0,0.621
2020-12-15 16:10:00,0.05,2.0,0.576
2021-07-01 12:10:00,0.16,3.0,0.754
2021-12-01 10:40:00,0.21,1.0,0.742
2021-01-19 10:05:00,0.11,1.0,0.753
2021-01-26 09:30:00,0.1,1.0,0.778
2021-04-02 09:25:00,0.18,4.0,0.838
2021-09-02 10:35:00,0.19,3.0,0.847
2021-11-02 09:50:00,0.12,1.0,0.838
2021-02-17 10:55:00,0.14,3.0,0.925
2021-02-22 09:45:00,0.21,1.0,1.005
2021-01-03 08:40:00,0.15,3.0,0.993
2021-10-03 11:30:00,0.14,1.0,0.984
2021-03-17 09:20:00,0.2,4.0,0.94
2021-05-04 10:30:00,0.12,2.0,0.918
2021-08-04 09:00:00,0.24,5.0,0.857
2021-12-04 10:10:00,0.12,1.0,0.85
2021-04-15 09:30:00,0.22,1.0,0.909
2021-04-21 09:00:00,0.05,2.0,0.939
2021-10-05 11:55:00,0.11,2.0,0.892
2021-05-19 09:30:00,0.18,2.0,0.904
2021-05-20 12:00:00,0.15,1.0,0.953
2021-05-25 11:20:00,0.26,5.0,0.921
2021-05-28 10:30:00,0.12,1.0,1.01
2021-01-06 11:20:00,0.1,1.0,1.027
2021-02-06 13:15:00,0.16,3.0,0.996
2021-09-06 09:20:00,0.19,3.0,1.077
2021-06-14 13:05:00,0.2,1.0,0.969
2021-06-16 11:40:00,0.1,3.0,1.148
2021-06-21 09:30:00,0.19,9.0,1.136
2021-06-24 10:25:00,0.12,1.0,1.173
2019-07-15 13:10:00,0.4,2.0,1.033
2019-07-23 12:20:00,0.32,2.0,1.041
2019-01-08 11:30:00,0.4,2.0,1.067
2019-06-08 12:10:00,0.23,3.0,1.045
2019-08-21 11:20:00,0.23,3.0,1.12
2019-02-09 13:10:00,0.39,2.0,1.175
2019-09-19 11:30:00,0.18,2.0,1.211
2019-01-10 12:20:00,0.4,2.0,1.321
2019-10-10 11:30:00,0.24,1.0,1.363
2019-10-16 12:40:00,0.23,2.0,1.319
2019-10-23 12:30:00,0.05,2.0,1.36
2019-05-11 13:00:00,0.4,3.0,1.25
2019-07-11 12:00:00,0.4,2.0,1.26
2019-12-11 11:20:00,0.37,2.0,1.365
2019-11-14 11:50:00,0.26,3.0,0.751
2019-11-21 11:00:00,0.18,2.0,0.745
2019-04-12 12:25:00,0.3,2.0,0.651
2020-09-01 13:00:00,0.39,2.0,0.683
2020-04-02 12:30:00,0.4,2.0,0.698
2020-06-02 10:20:00,0.4,2.0,0.704
2020-02-13 10:30:00,0.4,2.0,0.731
2020-02-19 12:30:00,0.14,2.0,0.698
2020-05-03 11:45:00,0.26,3.0,0.665
2020-10-03 12:20:00,0.4,2.0,0.783
2020-12-03 11:40:00,0.29,3.0,0.738
2020-03-17 11:00:00,0.4,2.0,0.751
2020-02-04 12:20:00,0.26,2.0,0.841
2020-06-04 11:00:00,0.23,1.0,0.775
2020-09-04 11:40:00,0.3,2.0,0.85
2020-04-14 12:00:00,0.25,1.0,0.752
2020-04-22 10:30:00,0.37,2.0,0.814
2020-07-05 12:00:00,0.39,2.0,0.861
2020-05-21 10:00:00,0.4,3.0,0.879
2020-04-06 11:30:00,0.38,2.0,0.947
2020-11-06 11:55:00,0.25,1.0,1.025
2020-06-18 14:20:00,0.34,2.0,1.071
2020-01-07 10:45:00,0.2,2.0,1.1
2020-07-15 11:40:00,0.34,2.0,1.188
2020-07-20 11:20:00,0.36,2.0,1.148
2020-04-08 12:45:00,0.33,2.0,1.281
2020-11-08 13:50:00,0.21,2.0,1.253
2020-08-19 12:30:00,0.26,2.0,1.308
2020-10-09 12:40:00,0.17,2.0,1.375
2020-09-18 12:55:00,0.39,2.0,1.443
2020-06-10 15:30:00,0.15,2.0,1.428
2020-10-27 13:30:00,0.27,1.0,1.481
2020-10-11 11:40:00,0.07,1.0,1.159
2020-11-19 09:40:00,0.05,1.0,1.298
2020-11-26 11:40:00,0.24,1.0,1.136
2020-03-12 13:15:00,0.21,2.0,0.665
2020-10-12 12:00:00,0.18,3.0,0.778
2020-12-14 10:35:00,0.26,2.0,0.696
2021-12-01 14:15:00,0.25,2.0,0.96
2021-01-26 12:45:00,0.35,2.0,0.647
2021-04-02 11:30:00,0.31,2.0,0.896
2021-08-02 14:20:00,0.2,2.0,0.897
2021-11-02 11:40:00,0.4,2.0,0.874
2021-02-22 12:20:00,0.2,2.0,0.9
2021-04-03 12:50:00,0.2,2.0,1.084
2021-12-03 11:40:00,0.2,1.0,0.98
2021-03-17 11:10:00,0.21,2.0,0.923
2021-07-04 13:10:00,0.16,2.0,0.9
2021-04-15 13:30:00,0.32,2.0,0.946
2021-05-17 12:55:00,0.25,2.0,0.864
2021-05-21 11:20:00,0.12,2.0,0.966
2021-01-06 13:30:00,0.39,2.0,1.029
2021-04-06 10:10:00,0.24,1.0,1.056
2021-06-15 12:35:00,0.21,2.0,1.074
2021-06-19 11:05:00,0.25,1.0,1.155
2021-06-21 13:15:00,0.11,2.0,1.183
2019-03-07 12:00:00,0.3,3.0,0.644
2019-07-16 11:10:00,0.15,2.0,0.562
2019-08-13 11:10:00,0.15,1.0,0.743
2019-04-09 10:50:00,0.1,3.0,0.702
2019-09-17 11:10:00,0.15,2.0,0.725
2019-09-10 10:20:00,0.12,2.0,0.69
2019-10-21 11:10:00,0.16,1.0,1.369
2019-06-11 10:50:00,0.3,3.0,1.387
2019-12-11 10:10:00,0.17,3.0,1.341
2019-11-14 10:40:00,0.14,4.0,0.636
2019-11-21 11:50:00,0.18,1.0,0.575
2019-11-25 11:05:00,0.18,3.0,0.764
2020-09-01 11:15:00,0.15,7.0,0.675
2020-01-22 10:10:00,0.31,3.0,0.711
2020-10-02 10:50:00,0.18,1.0,0.682
2020-02-19 11:20:00,0.3,3.0,0.645
2020-12-03 11:10:00,0.31,3.0,0.533
2020-06-04 10:45:00,0.18,1.0,0.684
2020-05-05 10:20:00,0.15,2.0,0.832
2020-05-21 10:20:00,0.14,1.0,0.88
2020-01-06 10:35:00,0.16,2.0,0.935
2020-10-06 12:20:00,0.3,3.0,1.009
2020-06-22 11:50:00,0.3,4.0,1.059
2020-07-16 11:10:00,0.22,4.0,1.17
2020-07-21 11:30:00,0.3,4.0,1.148
2020-12-08 12:05:00,0.16,1.0,1.232
2020-08-25 09:55:00,0.2,1.0,1.239
2020-08-09 12:30:00,0.22,3.0,1.074
2020-09-24 12:25:00,0.19,1.0,1.455
2020-10-19 11:10:00,0.16,1.0,1.489
2020-06-11 10:00:00,0.05,5.0,1.404
2020-11-11 10:20:00,0.08,7.0,1.072
2020-03-12 11:20:00,0.18,2.0,0.601
2020-09-12 12:15:00,0.08,3.0,0.682
2020-12-15 15:20:00,0.16,2.0,0.611
2021-05-01 11:10:00,0.15,2.0,0.754
2021-01-20 11:40:00,0.18,1.0,0.757
2021-05-02 10:15:00,0.2,1.0,0.843
2021-02-18 10:35:00,0.2,4.0,0.925
2021-08-03 10:45:00,0.2,1.0,1.069
2021-08-04 10:25:00,0.18,1.0,0.873
2021-04-14 11:40:00,0.21,2.0,0.893
2021-04-19 11:50:00,0.18,4.0,0.813
2021-04-23 11:20:00,0.23,1.0,0.916
2021-05-18 11:15:00,0.16,4.0,0.954
2021-03-06 12:00:00,0.3,3.0,0.989
2021-06-15 10:40:00,0.17,3.0,1.079
2019-02-07 09:00:00,0.37,3.0,0.875
2019-06-08 10:10:00,0.39,3.0,1.022
2019-12-08 12:40:00,0.33,3.0,1.032
2019-09-17 09:50:00,0.14,4.0,0.999
2019-07-10 13:55:00,0.28,2.0,1.159
2019-12-11 09:50:00,0.31,3.0,1.305
2019-05-12 10:10:00,0.2,1.0,0.742
2019-11-12 09:35:00,0.4,4.0,0.605
2019-12-17 10:20:00,0.37,2.0,0.634
2020-08-01 09:20:00,0.25,3.0,0.667
2020-01-23 09:30:00,0.35,2.0,0.716
2020-02-18 10:50:00,0.37,4.0,0.677
2020-06-03 09:40:00,0.39,3.0,0.645
2020-03-16 09:35:00,0.37,4.0,0.638
2020-03-19 09:50:00,0.34,4.0,0.592
2020-04-22 09:00:00,0.2,1.0,0.814
2020-05-14 09:40:00,0.37,4.0,0.783
2020-05-18 09:50:00,0.19,4.0,0.771
2020-02-06 12:20:00,0.39,3.0,0.813
2020-08-06 09:40:00,0.38,3.0,0.861
2020-06-16 09:45:00,0.15,4.0,0.843
2020-07-16 10:05:00,0.21,1.0,1.174
2020-07-21 13:30:00,0.26,2.0,1.166
2020-11-08 12:05:00,0.2,3.0,1.137
2020-10-30 14:10:00,0.05,7.0,1.262
2020-04-11 12:00:00,0.05,6.0,1.085
2020-09-11 15:30:00,0.21,1.0,1.236
2020-12-11 10:00:00,0.2,1.0,0.917
2020-11-17 09:55:00,0.21,2.0,1.033
2020-10-12 09:30:00,0.39,2.0,0.688
2020-12-16 10:40:00,0.35,1.0,0.622
2021-01-18 12:50:00,0.26,3.0,0.668
2021-01-21 10:40:00,0.33,1.0,0.684
2021-02-02 10:20:00,0.2,3.0,0.757
2021-12-02 09:30:00,0.19,2.0,0.753
2021-02-16 13:30:00,0.42,2.0,0.86
2021-10-03 12:10:00,0.4,3.0,0.904
2021-03-26 10:50:00,0.35,2.0,0.742
2021-04-22 09:35:00,0.4,3.0,0.801
2021-05-19 09:35:00,0.37,3.0,0.881
2021-03-06 10:19:00,0.18,8.0,0.736
2021-08-06 09:50:00,0.15,3.0,0.887
2021-06-14 09:30:00,0.38,3.0,0.878
2019-07-18 12:20:00,0.13,19.0,0.967
2019-07-22 13:00:00,0.11,21.0,1.038
2019-08-15 13:10:00,0.12,9.0,1.086
2019-08-20 10:10:00,0.14,11.0,1.155
2019-03-10 11:00:00,0.15,18.0,1.38
2019-08-10 14:10:00,0.13,14.0,1.343
2019-07-11 11:30:00,0.15,26.0,1.415
2020-01-21 13:00:00,0.15,28.0,0.706
2020-05-02 12:50:00,0.15,1.0,0.674
2020-02-18 13:40:00,0.22,18.0,0.672
2020-03-24 09:40:00,0.09,9.0,0.762
2020-04-15 10:50:00,0.15,11.0,0.762
2020-05-19 13:20:00,0.15,30.0,0.831
2020-02-06 13:45:00,0.2,2.0,0.869
2020-06-17 13:05:00,0.16,1.0,1.034
2020-02-07 11:20:00,0.15,14.0,1.139
2020-07-07 11:38:00,0.1,2.0,1.164
2020-08-18 10:25:00,0.17,1.0,1.223
2020-09-16 09:40:00,0.06,18.0,1.386
2020-09-23 11:00:00,0.09,20.0,1.44
2020-06-10 10:40:00,0.15,1.0,1.514
2020-10-11 10:15:00,0.18,1.0,1.195
2020-11-19 12:15:00,0.1,15.0,1.255
2021-11-02 12:20:00,0.22,1.0,0.853
2021-02-16 10:40:00,0.25,1.0,0.963
2021-09-03 09:25:00,0.12,8.0,1.01
2021-12-03 12:45:00,0.22,2.0,0.958
2021-06-04 09:15:00,0.08,9.0,0.869
2021-04-20 12:15:00,0.11,26.0,0.932
2021-04-23 11:20:00,0.08,20.0,0.895
2021-03-05 13:40:00,0.11,13.0,0.915
2021-05-13 11:00:00,0.16,1.0,0.923
2021-08-05 13:28:00,0.19,36.0,0.932
2019-03-07 12:30:00,0.36,3.0,0.645
2019-06-07 11:00:00,0.12,4.0,0.623
2019-07-16 11:30:00,0.05,1.0,0.556
2019-08-13 11:30:00,0.05,1.0,0.745
2019-04-09 11:10:00,0.2,4.0,0.716
2019-09-17 11:30:00,0.05,1.0,0.729
2019-09-10 10:40:00,0.05,2.0,0.681
2019-10-21 11:55:00,0.05,1.0,1.374
2019-06-11 11:20:00,0.36,4.0,1.398
2019-12-11 10:30:00,0.05,4.0,1.381
2019-11-14 11:10:00,0.05,4.0,1.033
2019-11-19 10:10:00,0.21,4.0,0.626
2019-11-21 12:05:00,0.05,1.0,0.574
2020-09-01 11:40:00,0.14,3.0,0.681
2020-01-22 11:10:00,0.35,3.0,0.706
2020-01-27 12:40:00,0.3,3.0,0.701
2020-10-02 11:10:00,0.09,1.0,0.681
2020-02-19 10:30:00,0.33,4.0,0.684
2020-12-03 11:40:00,0.31,5.0,0.709
2020-06-04 11:10:00,0.05,1.0,0.68
2020-04-21 11:20:00,0.19,2.0,0.77
2020-05-05 10:35:00,0.05,2.0,0.834
2020-05-21 10:40:00,0.05,1.0,0.875
2020-01-06 10:50:00,0.05,2.0,0.935
2020-10-06 12:40:00,0.31,4.0,0.992
2020-06-22 12:10:00,0.36,6.0,1.057
2020-07-16 11:40:00,0.19,4.0,1.188
2020-07-21 12:40:00,0.36,5.0,1.139
2020-12-08 12:15:00,0.05,1.0,1.197
2020-08-25 10:10:00,0.05,5.0,1.242
2020-08-09 12:50:00,0.2,5.0,1.219
